IP,id,id2,counter,core_temp,ADC1,ADC2,ADC3,battery
fd00::212:4b00:615:aaee,171,0,341,22620,17476,0,1492,3174
fd00::212:4b00:615:aaee,171,0,342,22858,17476,0,1492,3174
fd00::212:4b00:615:aaee,171,0,343,22858,17472,0,1492,3173
fd00::212:4b00:615:aaee,171,0,344,22858,17488,0,1492,3169
fd00::212:4b00:615:aaee,171,0,345,22620,17488,0,1496,3167
fd00::212:4b00:615:aaee,171,0,346,22620,17484,0,1492,3167
fd00::212:4b00:615:aaee,171,0,347,22620,17484,0,1492,3165
fd00::212:4b00:615:aaee,171,0,348,22381,17488,0,1492,3164
fd00::212:4b00:615:aaee,171,0,349,22858,17492,0,1492,3165
fd00::212:4b00:615:aaee,171,0,350,22381,17492,0,1492,3162
fd00::212:4b00:615:aaee,171,0,351,22381,17492,0,1492,3161
fd00::212:4b00:615:aaee,171,0,352,22620,17492,0,1496,3162
fd00::212:4b00:615:aaee,171,0,353,22620,17492,0,1492,3162
fd00::212:4b00:615:aaee,171,0,354,22381,17488,0,1492,3161
fd00::212:4b00:615:aaee,171,0,355,22381,17492,0,1492,3159
fd00::212:4b00:615:aaee,171,0,356,22620,17496,0,1488,3159
fd00::212:4b00:615:aaee,171,0,357,22381,17492,0,1492,3157
fd00::212:4b00:615:aaee,171,0,358,22620,17496,0,1492,3157
fd00::212:4b00:615:aaee,171,0,359,22381,17496,0,1496,3155
fd00::212:4b00:615:aaee,171,0,360,22620,17492,0,1496,3154
fd00::212:4b00:615:aaee,171,0,361,22620,17488,0,1492,3153
fd00::212:4b00:615:aaee,171,0,362,22381,17488,0,1492,3151
fd00::212:4b00:615:aaee,171,0,363,22620,17492,0,1492,3152
fd00::212:4b00:615:aaee,171,0,364,22381,17496,0,1492,3150
fd00::212:4b00:615:aaee,171,0,365,22620,17500,0,1492,3151
fd00::212:4b00:615:aaee,171,0,366,22381,17504,0,1492,3149
fd00::212:4b00:615:aaee,171,0,367,22381,17496,0,1492,3147
fd00::212:4b00:615:aaee,171,0,368,22143,17496,0,1492,3146
fd00::212:4b00:615:aaee,171,0,369,22381,17496,0,1492,3146
fd00::212:4b00:615:aaee,171,0,370,22381,17496,0,1492,3146
fd00::212:4b00:615:aaee,171,0,371,22381,17500,0,1492,3145
fd00::212:4b00:615:aaee,171,0,372,22143,17504,0,1492,3143
fd00::212:4b00:615:aaee,171,0,373,22620,17504,0,1492,3143
fd00::212:4b00:615:aaee,171,0,374,22620,17504,0,1492,3143
fd00::212:4b00:615:aaee,171,0,375,22381,17504,0,1492,3140
fd00::212:4b00:615:aaee,171,0,376,22381,17504,0,1496,3139
fd00::212:4b00:615:aaee,171,0,377,22620,17496,0,1492,3138
fd00::212:4b00:615:aaee,171,0,378,22381,17492,0,1492,3137
fd00::212:4b00:615:aaee,171,0,379,22143,17504,0,1492,3136
